"","10057.61.3","10057.62.4","10057.62.3","10057.62.2","10057.238.4","10057.238.2","10057.229.4","10057.61.1","10057.226.3","10057.226.2","10057.239.3","10057.243.3.1to10.and.1to2","10057.61.2","10057.250.1","10057.234.3","10057.196.2","10057.61.4","10057.242.3","10057.239.2","10057.236.2","10057.235.3","10057.194.3","10057.235.2","10057.229.3","10057.243.1","10057.195.4","10057.230.2","10057.269.4","10057.239.4","10057.60.3","10057.269.3","10057.232.2","10057.193.4","10057.233.2","10057.234.2","10057.236.3","10057.195.2","10057.58.4","10057.233.3","10057.234.4","10057.242.2","10057.60.4","10057.60.2","10057.270.4","10057.231.4","10057.232.3","10057.238.3","10057.227.4","10057.231.2","10057.230.4","10057.248.2","10057.197.2","10057.233.4","10057.271.3","10057.237.3","10057.267.4","10057.269.2","10057.226.4","10057.231.3","10057.228.4","10057.268.3","10057.196.3","10057.230.3","10057.193.1","10057.59.3","10057.246.2","10057.194.4","10057.268.4","10057.241.3","10057.58.3","10057.196.4","10057.267.2","10057.240.3","10057.245.3.1to10.and.1to4","10057.270.2","10057.59.4","10057.197.3","10057.249.2","10057.240.1","10057.241.2","10057.236.4","10057.268.2","10057.240.2","10057.237.4","10057.227.2","10057.237.2","10057.235.1","10057.268.1","10057.243.2","10057.59.1","10057.248.3","10057.231.1","10057.193.3","10057.227.3","10057.232.4","10057.235.4","10057.228.2","10057.58.2","10057.271.2","10057.271.1","10057.233.1","10057.236.1","10057.194.1","10057.246.1","10057.238.1","10057.228.3","10057.193.2","10057.249.3","10057.195.3","10057.270.1","10057.58.1","10057.269.1","10057.197.1","10057.226.1","10057.267.3","10057.62.1","10057.230.1","10057.232.1","10057.250.2","10057.245.2","10057.246.3","10057.237.1","10057.194.2","10057.195.1","10057.60.1","10057.241.1","10057.249.1","10057.234.1","10057.196.1","10057.239.1","10057.229.2","10057.228.1","10057.267.1","10057.242.1","10057.270.3","10057.227.1","10057.248.1","10057.245.1"
"974",0,8.03858520900322e-05,0.00014573010784028,0,0,0,0,0,0.000121802679658953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6102979163079e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85034073811842e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103401923275773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100341159943809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175942759955428,0,0,6.90083500103513e-05,0,0,0,0,0,0,0,8.65201591970929e-05,0,4.90749374294548e-05,0,0,0,0,0,0,0,0,0.0001056970721911,0.000426325606181721,0,0,0,7.35889322245934e-05,0,0,0,4.27990584207147e-05,0,0,0.000238691968015276,0,0,0,9.06248583986587e-05,0,0,0,0,0,0,7.06264566706688e-05,9.64413154595429e-05,0,0,0.000248339231390079,0,0,0,6.85918101378695e-05,0,7.53182194772916e-05,0,0,0,7.37028301886792e-05
"978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93524837327408e-05,0,5.96729920038191e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92555831265509e-05,0,0,0,0,0,0,0
"980",0.000249345468146116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"981",0,0,0,0,0,0,0,0.000127975428717686,0,0,0,0,0,0.000401364639775236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22316261123903e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53182194772916e-05,7.06114955514758e-05,0,0.000116959064327485,0
"982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182882223847842,0,0,0,0,0,0,0,0,0,0,7.93524837327408e-05,0,0,0,0,0,0,0.00868665977249224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"983",0,0,0,0,0,0,0,0,0,5.83260425780111e-05,0.00107404976430575,0,0,0,0,0,0.000200642054574639,8.44594594594595e-05,0,0,7.15051841258491e-05,0.000225339417497606,0,0,0,0,6.83060109289617e-05,0,0.000497853008899123,0,0,0,0.00227713586910686,0,0,6.90321689907497e-05,0,0,5.41976044658826e-05,0,9.02853015529072e-05,0,0,9.93838203140529e-05,9.4197437829691e-05,0,0,0.000397377309755613,0,0,0,0,0,0.000400096023045531,0,0.00141869125731513,0,7.46324352563624e-05,0,0.000185230921215115,0,0,0,0,0,0,0,0,0,0,0,0.000251235239929654,0.00195742598482995,0.000216286363144804,0,0,0,0.00018037518037518,0,0,0.000292255236239649,6.90083500103513e-05,0,0,0,0,0.000351447524491499,0,0.00010958904109589,8.65201591970929e-05,0,0,0.000319539862597859,0,0,0.000861326442721792,0,9.30578820026056e-05,0,0,0.000211394144382201,5.32907007727152e-05,0.000375009375234381,0,0,0,0,0.000212314225053079,6.20655412115194e-05,4.27990584207147e-05,0,0,0,0.000109577032653956,0.000107573149741824,0,0,0,0,0.000230290934213556,0,0,0,7.06264566706688e-05,9.64413154595429e-05,8.39419121967598e-05,0,0,0,0,0.000198511166253102,0,0.00020979020979021,0.000150636438954583,0.000282445982205903,0,0,0
"984",0.000249345468146116,0,0,0,0,0,0,0,0,0,0,0,0.000107330685843083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018346940647647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108143181572402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"985",0.000124672734073058,0,0,0,0,0.000113391540991042,0.000154071335028118,0,0,0,0,0.000648976059994231,0,0,0,0,0,8.44594594594595e-05,0,0,0,0,7.46602956547708e-05,0,0,0.0002808199943836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105540897097625,0,0,0,0,0,0,0,0,0,0,6.17436404050383e-05,0.000127129417747267,0,0,0,0,7.69941484447182e-05,8.26924667162821e-05,0,0,0,0,8.37450799765514e-05,0,0.000108143181572402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28597449908925e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118990956687292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986",0,0,0,0,7.59359100918825e-05,0,0.000308142670056236,0,0,0,0,7.21084511104701e-05,0,0,0,0,0,0,0,0,0,0,0.000746602956547708,0,0,0,0,0,6.22316261123903e-05,0.000827215386206183,0,0.000339927935277721,0,0,0,0,0.000875486381322957,0,0.000162592813397648,0,0,0,0.000688823833304632,0,0,0.000130616509926855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123487280810077,0,0.000178810907465355,0,0,0,0,0,0,0,0,0,0,0,0.000324429544717206,0,0,0.00279794313369631,9.01875901875902e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14030703320243e-05,0,0,0,0,0,0,0,0,0,5.73855158957879e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39419121967598e-05,0,0,0,0,0,0,0,0.000150636438954583,0.000776726451066234,0,0,0
"987",0,0.000160771704180064,0,0.000169736060426038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22316261123903e-05,0,0,0,0,0,0,0,4.86381322957198e-05,0,0,0,0,0,0,0,0,0,0,6.62295516259355e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168634064080944,0,0,6.94492673102299e-05,0,0,0,0,0,0,0,0,7.56200846944949e-05,9.01875901875902e-05,0,0,9.74184120798831e-05,0,0,0,6.78104021156845e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"988",0,0,0,0,0.000379679550459412,0.000453566163964168,0.000154071335028118,0,0,0,0,0,0,0,0,0,0,0,0,0.000193779672512353,0,0,0.000223980886964312,6.23247117482082e-05,0.000107434464976364,0.000468033323972667,0,0.00040428542551041,0.000124463252224781,0,0.000237379332172812,6.79855870555442e-05,0,7.26638569975294e-05,0,0.000345160844953748,0,0,0,0,0,0,0,0.000149075730471079,0,0.000653082549634274,0.000134652932067596,0,0.000211081794195251,0.000115180833909237,0,0,0,0,0.000228571428571429,0.000177336407164391,0.00038679731820526,0,0.000811688311688312,0,0.0003813882532418,0,0.000200293764187475,0,0,0.000230982445334155,0,0,0,0,0,0,0,0.000324429544717206,0.00014553922282055,0,0,0.000541125541125541,0,0,0,0,0,0,0,0,0,0,0,0,0.000112195669247167,0,0,0.000307881773399015,0,6.62558802093686e-05,0.000145719489981785,0,0,0,0,0,0,0,0,0,0,0.000318471337579618,0,0,0,0,0,0,0,0,0,0,0.000150647785477553,0.000307054578951409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989",0,0.00361736334405145,0.00021859516176042,0,0,0,0,0,0,0.000174978127734033,0.000417686019452235,0,0,0,0,0,0,0,0,0.000387559345024707,7.15051841258491e-05,5.63348543744014e-05,0,0,0.000214868929952729,0,0,0.000242571255306246,0,0,0.000237379332172812,6.79855870555442e-05,8.43383655224762e-05,0,0,0.000276128675962999,0,0.000101667344448963,0,0,0.000180570603105814,0,0,4.96919101570264e-05,0,0,0.000134652932067596,0,0,0.000115180833909237,0,0,0,8.00192046091062e-05,0,0,0.000128932439401753,0,0.000101461038961039,0.000123487280810077,0,0.000268216361198033,0.000267058352249967,0,0,0.000153988296889436,0.000496154800297693,0.00013889853462046,0.000613967766692249,0,0.000111507582515611,8.37450799765514e-05,0,0,0,0,0,0,0,0.000564334085778781,0,6.90083500103513e-05,0,0,0,0,0,0,0,0,0.000112195669247167,0,7.98849656494648e-05,0,0,0,0,0,0.000220070422535211,0,0,0,0,0,0,0,0,0.000106157112526539,0,0,0,0,0,0,0.000322719449225473,0,0,0,0,0,0,0.00573613766730402,0.000256213169356905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064327485380117,0
"990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22316261123903e-05,0,0,0,0,0,0,0,4.86381322957198e-05,0.000101667344448963,0,0,0,0,0,4.96919101570264e-05,0,0,0,0,0,0,0,0.000296853354442905,0,0,0,0,0,0,0.000101461038961039,0,0,0,0,0,8.43170320404722e-05,0,0,0,0,0,0.000111507582515611,0,0,0,0,9.89707046714173e-05,7.56200846944949e-05,9.01875901875902e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69704433497537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39419121967598e-05,0,0,0,0,0,0,0,0,0.000141222991102952,0,0,0
"992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197251627325925,0,0,0,0,0,0,0,0,0,0,0,0.000402340892465252,0,0,7.50018750468762e-05,0,5.73855158957879e-05,0,0,0,0.000186196623634558,0,7.93524837327408e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85918101378695e-05,6.99300699300699e-05,7.53182194772916e-05,0,0,0,0
"993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57505424419752e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.28485360955502e-05,0,7.50018750468762e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116959064327485,0
"994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145327713995059,0,0,0,0,0,0,0,0,0,4.96919101570264e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149264870512725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56200846944949e-05,0,0,0,0,0,0,0,0,8.41609156707625e-05,0,0,0,0,0,0,0,0,0,0.000132511760418737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000270416441319632,0,0,0,0,0,0,0,0,0,0,9.36066647945334e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17436404050383e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996",0.000498690936292233,0,0,0,0,0,0,0,0.000121802679658953,0,0,0,0.00042932274337233,0,0,0,0.00100321027287319,0,0.00015118300703001,9.68898362561767e-05,0,0,0.000149320591309542,0,0,0.0002808199943836,0,0,0,0,0,0,8.43383655224762e-05,0,0.00091734703238235,0.000138064337981499,0,0.000101667344448963,0,0,0,0,0.000258308937489237,9.93838203140529e-05,0,0.00026123301985371,0,6.62295516259355e-05,0,0,0,0.00059370670888581,6.71005837750788e-05,8.00192046091062e-05,0,0,0.00019339865910263,0,0.000405844155844156,0,0,8.94054537326777e-05,6.67645880624917e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015124016938899,9.01875901875902e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69704433497537e-05,0,0.000265023520837474,0,9.30578820026056e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230290934213556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997",0,0,0.00014573010784028,0,0,0,0,0,0.000121802679658953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90321689907497e-05,0,0.000101667344448963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019790223629527,0,0,0,0,0,0,0,0,0,8.94054537326777e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197941409342835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000465289410013028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998",0,0,0,0,0,0,7.7035667514059e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"999",0,8.03858520900322e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23247117482082e-05,0,0,0,0,0,0,0,0,0,0,0,6.90321689907497e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001074345,0,0,0,0,0,7.912644e-05,0,0,0,0,0,0,0,0,0,0,0.0001132503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.431703e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002791736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.864759e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.907494e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.490367e-05,0.000298365,0,0,0,0,0,0,0,0,0,0,0,0,0.0001678838,0,0,0,0,0,0,0,0,0,0,0,0
"1002",0,0,0,0,0.0009871668,0.00147409,0.0005392497,0,0.0007308161,0.0002333042,0,0.0001442169,0,0,9.013881e-05,0,0,0,0.002192154,0.0001937797,0.0002860207,0,0.0003733015,0.000436273,0,9.360666e-05,0.000136612,0.0001617142,0.0004356214,0,0,0.0001359712,0,0.0007993024,0.0006421429,0.0002761287,0,0,0.0006503713,0.0002236886,0,0.0001132503,0.000172206,0,0,0.0009143156,0.0007405911,0.0002649182,0.0003166227,0.0002303617,0.0002674512,0,0.0002013018,0.0002400576,8e-04,0.0001773364,0.0001289324,0,0.0004058442,0.0004322055,0.0005085177,0,0.0008679396,0,0,7.699415e-05,0,0.0006250434,0,0,0,0,0,0.0006488591,0,0,0.0001512402,0,0,0,0.001071603,0,0,0.0002218443,0.0002712416,0.001767379,0,0,0,8.652016e-05,0.0007853697,0,0,0,0.0004998215,0.0001987676,0.0005100182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001506478,0,0,0,0,7.062646e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001074345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01490411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1004",0.0004986909,0,0,0,0,0,0,0,0,0,0,0,0.0001073307,0,0,0,0,8.445946e-05,0,0,0,0,0,0,0,0,0,8.085709e-05,6.223163e-05,0,0,0,0,0,0,0,0,0.000305002,0,0,0,0.0001132503,0.000172206,0,0,0,6.732647e-05,0,0,0,0,0,0,8.00192e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276961e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625588e-05,0,0.0001861158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005",0,8.038585e-05,0.0007286505,0.0001697361,0.0004556155,0.002041048,0,0,0.0006090134,0.004199475,0,0.001297952,0,0,0.0001802776,0.007334963,0,0,0.0002267745,0.001453348,0.001215588,0.00174638,0.0005972824,0.0003116236,0.001826386,0.0007488533,0.0006830601,0.003961997,0.0006223163,0.0002068038,7.912644e-05,0.0004758991,0.0005060302,0.0003633193,9.17347e-05,0.001311611,0,0.0001016673,0.000541976,0,0.0001805706,0.0003397508,8.610298e-05,0.00337905,0.0002825923,0.0001306165,0.003298997,0.001258361,0.0005277045,0.0004607233,0.000445752,0.0002968534,0.0003355029,0.0004801152,0,0.0007093456,6.446622e-05,0.002164341,0.000101461,0.000864411,0.0007627765,0.0295038,0.0004005875,0,0,0.001231906,0.002480774,0.0001388985,0.001995395,0,0.01549955,0.001004941,0.001101052,0.0005407159,0.0002183088,9.89707e-05,0,0.000450938,0,0.01265721,9.741841e-05,0.0005520668,0.0007965307,0.0002957924,6.78104e-05,0.0001683218,0,0,0,0,0.000336587,0,0.0006390797,0.002693966,0.0004998215,0.0003312794,0.0001457195,0,0.001540493,3.657644e-05,0,0,0,0,0,0.01442343,0.00265472,0.0005307856,0.005834161,0,0,0,5.967299e-05,0,0.0002151463,0,0,0,0.0007532389,7.676364e-05,0.0007139457,0,0.0005124263,0.0001412529,0,0,0,0,0.000126807,0,0.01210918,6.859181e-05,6.993007e-05,0.0002259547,0,0,0,0
"1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.370283e-05
"1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.315289e-05,0,0,0,0,0,0,0,0,0,0,0,0.0001898073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
